id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words,Step 6 Words,Step 7 Words,Step 8 Words
nluds-1257,Alyssa had 129 cookies. Aiyanna has 140. What's the difference of the number of Alyssa's cookies and Aiyanna's cookies?,13,13,22,,,,,
nluds-1258,Mrs. Sheridan has 11 cats. Mrs. Garrett has 24 cats. What's the difference of the number of Mrs. Sheridan's cats and Mrs. Garrett's cats?,29,,,,,,,
nluds-1259,Mrs. Santiago has 58 red roses. Mrs. Garrett has 24. What's the difference of the number of Mrs. Santiago's red roses and Mrs. Garrett's red roses?,15,15,17,,,,,
nluds-1260,Bobby has 142 books. Kristi has 78 books. What's the difference of the number of Bobby's books and Kristi's books?,17,14,,,,,,
nluds-1261,Diane wants to buy a package of cookies. The cookies cost 65 cents. Diane has 27 cents. What's the difference between the cost of the cookies and the money of Diane?,11,11,24,,,,,
nluds-1262,There are 45 questions on the math test. 17 questions are word problems. 28 questions are addition and subtraction problems. Steve can only answer 38 questions. What's the difference between the number of all questions on the math test and the number of questions that Steve can answer?,14,15,23,,,,,
nluds-1263,At the arcade Billy had won forty-eight tickets. After buying a yoyo he had thirty-two tickets left. What's the difference between the number of Billy's tickets he won and he had the left after buying yoyo?,12,19,15,,,,,
nluds-1264,"For Halloween Frank got fifteen pounds of candy. If he gave eight pounds to Nancy,. what's the difference between the pounds of Frank's candy before he gave Nancy and he gave to?",17,21,29,,,,,
nluds-1265,Billy was playing basketball with his friend. Billy scored 7 points and his friend scored 9 points. What's the difference between Billy's points and his friend's points?,10,12,27,,,,,
nluds-1266,When Maria got to the fair she had $87. When she left she had $16. What's the difference between the number of dollars when Maria got and left the fair?,16,16,18,,,,,
nluds-1267,"Haley collected 9 cans for recycling. If she put 7 cans in one bag,. what's the difference between the number of recycling cans that Haley collected and put in the bag?",17,12,26,,,,,
nluds-1268,Paul spent $75. Now he has $11. What's the difference between the number of dollars that he spent and he has now?,7,7,28,,,,,
nluds-1269,"Paige had 2 pencils in her desk, 2 in her backpack and 15 at home. What's the difference between the number of pencils in Paige's backpack and at Paige's home?",14,14,26,,,,,
nluds-1270,A chef had forty-six apples. After making some pies he had fourteen left. What's the difference between the number of apples before the chef made pies and the after the chef making pies?,38,28,14,,,,,
nluds-1271,Ted and Fred measured their height. Fred's height is 98 inches. Ted is 39 inches tall. What's the difference between Ted's height and Fred's height?,14,13,14,,,,,
nluds-1272,"Oliver was weighing boxes for moving. The first was 2 pounds, the second was 3 pounds and the last was 13 pounds. What's the difference between the weight of the first box and the third box?",13,13,33,,,,,
nluds-1273,"Haley had 2 dollars. If she got 13 more dollars in total for doing chores and her birthday,. what's the difference between the number of dollars before Haley got money and she got from events?",15,20,22,,,,,
nluds-1274,Kale mowed his lawn 8 times total during the spring. If he mowed it 5 times in the summer. What's the difference between the number of times on mowing in the spring and summer?,17,17,11,,,,,
nluds-1275,"A farmer had seventeen tomatoes from his garden. If he picked nine of them,. what's the difference between the number of tomatoes before picking and he picked?",12,21,17,,,,,
nluds-1276,Dave was picking up sticks from his yard. He picked up fourteen but there were still four left. What's the difference between the number of sticks that Dave picked up and the left?,13,11,20,21,,,,
nluds-1277,A waiter had nineteen customers. After some left he still had four customers. What's the difference between the number of customers before leaving and after leaving?,33,12,,,,,,
nluds-1278,While playing a video game Victor lost fourteen lives. Now he has two lives. What's the difference between the number of the lives that Victor lost and now?,22,16,27,,,,,
nluds-1279,"A pet store had sixty-eight gerbils. If they sold fourteen of them,. what's the difference between the number of gerbils that they had before selling and they sold?",16,12,26,,,,,
nluds-1280,Tripp and Charlotte are going on a 36 mile hike. Tripp's backpack weighs 25 pounds. Charlotte's backpack weighs 18 pounds. They hiked 9 miles the first day. What's the difference between the pounds of backpack of Tripp and Charlotte?,11,11,17,15,,,,
nluds-1281,"Oliver had sixteen cherries. After eating some, he had six left. What's the difference between the number of cherries that Oliver had before eating and the left after eating?",13,15,31,,,,,
nluds-1282,"A furniture store had fifteen chairs. After selling some, there was three left. What's the difference between the number of chairs before selling and the left?",12,11,8,8,10,9,17,
nluds-1283,A store has forty-nine shirts. After selling some there were twenty-eight left. What's the difference between of the number of shirts before selling and after selling?,18,16,18,31,,,,
nluds-1284,"Tom used 2 batteries on his flashlights, 15 in his toys and 2 in his controllers. What's the difference between the number of Tom's batteries on flashlights and in toys?",22,37,,,,,,
nluds-1285,The Vance family walked over to the post office. They bought 2 rooster stamps and 2 daffodil stamps. What's the difference between of the number of the two kinds of stamps?,12,17,14,,,,,
nluds-1286,Zoe picked five apples from her tree. Now the tree has six apples still on it. What's the difference between the number of apples Zoe picked and now the tree has?,7,8,20,,,,,
nluds-1287,"A museum had fourteen paintings. After they got rid of some, they had four left. What's the difference between the number of paintings before they got rid of and the left?",28,27,28,,,,,
nluds-1288,A clown had sixteen balloons. He gave four away at a party. What's the difference between the number of balloons the clown had in the beginning and he gave away at a party?,14,12,31,,,,,
nluds-1289,"For a party Janet bought some cupcakes. She bought 2 chocolate, 13 vanilla and 2 strawberry. What's the difference between the number of cupcakes of chocolate flavor and the vanilla flavor?",11,11,11,20,16,,,
nluds-1290,The library has 75 science books. The second graders borrowed 18 of them. What's the difference between the number of science books the library has in the beginning and the second graders borrowed?,9,6,28,,,,,
nluds-1291,Amy had some candy. She gave her friend six pieces and had five left. What's the difference between of the pieces of candy Amy gave away and the left?,19,12,29,,,,,
nluds-1292,At a bus stop five people got off the bus. Now there were ninety people on the bus. What's the difference between the number of people getting off the bus and still on the bus?,15,22,28,,,,,
nluds-1293,A fast food restaurant had ninety-one hotdogs. After selling some they had twenty left. What's the difference between the number of hotdogs before selling and after selling?,28,32,,,,,,
nluds-1294,Miguel is 46 years old. He is 4 years older than thrice his son's age. Find the age of his son.,37,33,,,,,,
nluds-1295,"Pete, Bryan and Philip are cousins. Pete's age is one-third of Bryan and Philip is five years elder than Bryan. If the sum of the age of the cousins is 40,. find the ages of each.",19,11,8,20,,,,
nluds-1296,Ana is 5 years more than Jack. The sum of their ages is 29. Find the ages of Ana and Jack.,18,29,18,,,,,
nluds-1297,Tina is 3 years younger than Tom. The ages are in the ratio 2:3. Find their ages.,10,17,18,,,,,
nluds-1298,"George is 8 years more than Christopher and Ford is 2 years younger than Christopher. The sum of their ages is 60. Find the ages of George, Christopher and Ford.",25,14,16,,,,,
nluds-1299,Devon is 12 years old. His age is 2 more than half the age of Steven. Find the age of Steven.,33,22,,,,,,
nluds-1300,Mrs. Smith is 8 years more than twice the age of her son. The ages of son is 12. Find the age of mother and find the difference between their ages.,15,32,,,,,,
nluds-1301,Kate is 12 years old. His age is 4 times the age of Robbie. Find the age of Robbie.,16,19,15,,,,,
nluds-1302,The sum of present age of Abe and the age before 7 years is 31. Find the present age of Abe.,17,16,14,,,,,
nluds-1303,Nick and Kane were born on consecutive years and on same date. Nick is younger.  The sum of their ages is 11. Find the age of the brothers.,21,12,24,16,,,,
nluds-1304,The ages of Ashley and Mary are in the ratio 4:7. The sum of their ages is 22. Find the ages of Ashley and Mary.,11,19,49,,,,,
nluds-1306,"The sum of the ages of Tony and Teddy equals their mother's age. Tony is two years younger than Teddy. If the age of the mother is 42,. find the ages of Tony and Teddy?",19,15,17,,,,,
nluds-1307,"At present Allen is 10 years younger than Scott. Five years from now, Scott's age will be 2 times the present age of Allen. Find the present age of Allen and Scott.",6,6,8,,,,,
nluds-1309,Thrice the sum of a number and 2 equals 24 added with the same number. Write algebraic equation and find the number.,17,10,30,,,,,
nluds-1310,"Consider three consecutive positive integers. If the third number is subtracted from the sum of first two numbers, the difference is 10. Find the numbers.",8,14,20,13,,,,
nluds-1311,A number added with thrice a number is 20. Convert this statement into algebraic equations and find the number.,10,11,15,12,,,,
nluds-1312,A number divided by 7 is five-fourteenth. Find the number.,5,12,12,,,,,
nluds-1313,Sum of a number and 15 is 96. Find the number.,22,21,20,,,,,
