id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words
chal-438,Jack received 6 emails and sent 91 letters in the morning. He then received 2 emails and sent 74 letters in the afternoon. How many emails did Jack receive in the day?,21,21,26,,
chal-439,At the arcade Dave had won 7 tickets. He used some tickets to buy toys. If he still has 2 tickets left. How many tickets did Dave use to buy toys?,14,28,29,,
chal-440,Every day Ryan spends 7 hours on learning english and some more hours on learning chinese. If he spends 2 hours more on learning english than on learning chinese. How many hours does he spend on learning chinese?,14,24,21,,
chal-441,Katie had 91 ds games and her new friends had 88 games and old friends had 53 games. How many games do her friends have in all?,13,14,14,19,
chal-442,Paul got a box of some crayons for his birthday. During the school year he gave 52 crayons to his friends while he lost 535 crayons. If he only had 492 crayons left. How many crayons had been lost or given away?,14,11,15,14,
chal-443,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 294 of the pickers that they fill 244 drums of grapes per day and 47 drums of raspberries per day. How many drums of grapes would be filled in 146 days?",14,10,26,,
chal-444,Jake has 7 fewer peaches than Steven and 8 more peaches than Jill. Steven has 17 peaches. How many peaches does Jill have?,37,37,,,
chal-445,"2 red peaches, 6 yellow peaches and 14 green peaches are in the basket. How many more green peaches than yellow peaches are in the basket?",35,12,27,,
chal-446,A book has 31 chapters. Each chapter is 61 pages long. How many pages does the book have altogether?,13,14,20,,
chal-447,Brenda's mother made cookies for guests. Each guest had 2 cookies. If she prepared a total of 10 cookies. How many guests did she prepare cookies for?,6,22,23,,
chal-448,Every day Ryan spends a total of 3 hours on learning english and chinese. If he spends 2 hours on learning english everyday. How many hours does he spend on learning chinese?,20,38,26,,
chal-449,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 235 of the pickers that they fill 100 drums of raspberries per day and 221 drums of grapes per day. How many drums of grapes would be filled in 77 days?",12,12,12,17,17
chal-450,Bobby ate 38 pieces of candy. Then he ate 36 more. He also ate 16 pieces of chocolate. How many more pieces of candy than chocolate did Bobby eat?,18,15,23,,
chal-451,He then went to see the oranges being harvested. He found out that they harvested 54 sacks of oranges. How many days did it take to harvest them if they harvested 18 sacks of oranges per day?,9,9,14,6,25
chal-452,A mailman has to give 25 pieces of junk mail to each block. If he gives 5 mails to each house in a block. How many houses are there in a block?,25,32,,,
chal-453,A waiter had 8 customers. After some left he still had 5 customers. Then he got 99 new customers. How many customers left?,37,37,,,
chal-454,Jake has 3 fewer peaches and 4 more apples than Steven. Steven has 19 apples and 15 peaches. How many more apples than peaches does Steven have?,10,10,28,,
chal-455,Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese. How many more hours does he spend on learning chinese than he does on learning english?,16,13,9,,
chal-456,4 birds and 46 storks were sitting on the fence. 6 more birds came to join them. How many birds are sitting on the fence?,16,26,13,,
chal-457,Paco had 28 cookies. He ate some of them and had 7 cookies left. How many cookies did Paco eat?,13,22,20,,
chal-458,Matthew had 8 crackers to give to friends. If Matthew gave 2 crackers to each his friends. How many friends did he give crackers to?,18,29,21,,
chal-459,41 campers went rowing and 4 campers went hiking in the morning. 26 campers went rowing in the afternoon. How many campers went rowing and hiking in all?,11,13,13,,
chal-460,Paco had 13 cookies. He ate 2 of them. Then he bought 36 more cookies. How many more cookies did he buy than those he ate?,10,20,13,,
chal-461,Zachary did 19 push-ups in gym class today. David did 39 more push-ups than Zachary. John did 13 push-ups less than david. How many push-ups did David do?,23,24,,,
chal-462,Mary is baking a cake. The recipe calls for 12 cups of flour 14 cups of sugar and 7 cups of salt. She already put in 2 cups of flour. How many more cups of flour than cups of salt does she need to add now?,17,11,11,16,15
chal-463,There were 15 roses in the vase. Jessica threw away 33 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 17 roses in the vase. How many more roses did she cut than those she threw away?,21,21,28,,
chal-464,Last week Fred had 49 dollars and Jason had 3 dollars. Fred washed cars over the weekend and now has 112 dollars. Jason delivered newspapers and now has 63 dollars. How much money did Jason earn by delivering newspapers?,25,25,22,,
chal-465,Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches. How many peaches does Jake have?,21,25,22,,
chal-466,46 campers went rowing on a day. 43 campers went rowing in the morning and some more campers went rowing in the afternoon. How many campers went rowing in the afternoon?,16,14,26,,
chal-467,The ring toss game at the carnival made 382 dollars in the first 44 days and 374 dollars in the remaining 10 days. How much did they make in all?,16,33,29,,
chal-468,A book has 2 chapters. The second chapter is 36 pages long. If there are a total of 67 pages in the book. How many pages are in the first chapter?,30,42,,,
chal-469,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 3 invitations in it and she bought 2 packs. If she wants to invite 9 friends. How many extra invitations will she need to buy?,13,26,15,25,
chal-470,Zachary did 15 push-ups in gym class today. David did 39 more push-ups than Zachary. John did 9 push-ups less than David. How many more push-ups did Zachary do than John?,12,17,16,17,
chal-471,Ed had 2 more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug. How many marbles did Doug lose?,20,21,27,,
chal-472,There are 896 skittles in Steven's skittles collection. Steven also has 517 erasers and 90 scales. If the skittles are organized into 8 groups. How big is each group?,19,20,27,,
chal-473,Rebecca wants to split a collection of eggs into groups of 5. Rebecca has 10 marbles and 15 eggs. How many groups will be created?,9,9,10,11,
chal-474,Paul had 95 pens and 153 books. After selling some books and pens in a garage sale he had 13 books and 23 pens left. How many books did he sell in the garage sale?,28,20,35,,
chal-475,Frank was reading through his favorite book. The book had 612 pages equally distributed over 24 chapters. It took Frank 6 days to finish the book. How many pages did he read per day?,18,31,28,,
chal-476,There are 10 peaches distributed equally in some baskets. If each basket has 4 red peaches and 6 green peaches. How many baskets of peaches are there?,24,35,,,
chal-477,Lewis earns $ 2 every week during the harvest. If he earns a total of $ 178. How many weeks did the harvest last?,27,21,23,,
chal-478,Danny collects bottle caps. He threw away 54 of the old ones at the park while he found 48 bottle caps new ones. Now he has 52 bottle caps in his collection. How many more bottle caps did danny throw away than those he found at the park?,17,15,31,,
chal-479,He then went to see the oranges being harvested. He found out that they harvest 31 sacks of ripe oranges and 24 sacks of unripe oranges per day. How many sacks of unripe oranges will they have after 45 days of harvest?,41,11,33,,
chal-480,The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog. How much did they jump altogether?,40,23,,,
chal-481,The Razorback shop makes $ 67 dollars off each t-shirt and $ 165 off each jersey. During the Arkansas and Texas tech game they sold 74 t-shirts and 156 jerseys. How much money did they make from selling the jerseys?,15,17,27,,
chal-482,After resting they decided to go for a swim. The depth of the water is 5 times Ron's height. Dean is 11 feet shorter than Ron. If Ron stands at 12 feet. How deep was the water?,10,27,21,,
chal-483,There are 466 pots. Each pot has 53 flowers and 181 sticks in it. How many flowers and sticks are there in all?,26,26,19,,
chal-484,Paul got a box of 110 crayons for his birthday. During the school year he gave 90 crayons to his friends while he lost 412 crayons. How many more crayons did he lose than those he gave to his friends?,24,18,44,,
chal-485,In a school there are 569 girls and 236 boys. How many more girls than boys does the school have?,16,20,,,
chal-486,He then went to see the oranges being harvested. He found out that they harvest 65 sacks of unripe oranges and 46 sacks of ripe oranges per day. How many sacks of unripe oranges will they have after 6 days of harvest?,17,25,,,
chal-487,The Ferris wheel in paradise park has 6 seats. Each seat can hold 14 people. If there are 16 people on the wheel right now. How many more people can join the wheel?,15,14,16,15,
